0.13449,0.3736,0.16395,1.6602,3.6678,0.48093,0.16486,1.6767,2.1026,0.6264,0.18872,0.66389,0.0979,0.16486,662.47,0.55097,2.6767,0.16486,0.07841,24.913,1.2826,0.17055,0.063967,0.39374,0.61692,0.46969,7.1494,0.27896,3.7538,0.15579,0.085179,46.368,7.8718,5.2323,0.1478,2.1026,2.1455,0.75167,0.070295,0.1892,0.058871,0.081117,63.414,38.501,0.93719,1.0823,26.796,0.12957,0.061627,1.1035,0.24833,0.12704,1.0658,1.279,930.09,0.070295,0.21471,0.92309,0.19998,14.651,9.4802,43.109,8.467,3.5775,0
0.19667,0.59032,0.21889,1.4111,-0.076597,-0.077944,0.24779,0.69401,4.6033,0.40968,0.28857,0.46532,0.059714,0.24779,783.84,0.46565,1.694,0.24779,0.053828,17.249,1.6011,0.28818,0.042724,0.26187,0.13558,0.37907,7.0668,0.88047,4.9212,0.11838,0.059358,45.641,7.9973,7.2141,0.34473,4.6033,?,0.40968,0.074886,0.089421,0.062413,0.062602,55.803,38.554,0.90406,1.0025,18.645,0.26108,0.056716,1.2729,0.53251,0.12504,1.6479,1.6479,18258,0.074886,0.48006,0.94652,0,21.16,9.4673,42.223,8.6446,18.517,0
0.058754,0.11628,0.88372,8.6,302.12,-0.038405,0.065615,7.6,1.1377,0.88372,0.069219,0.56429,0.061749,0.065615,604.16,0.60414,8.6,0.065615,0.057675,0,1.1985,0.063422,0.051645,-0.085498,0.020349,0.54514,17.594,?,1.7796,-0.77283,0.057675,40.129,9.0957,9.0957,0.080017,1.1377,?,0.88372,0.070335,8.5613,0.056952,0.055748,1.4443,1.4443,?,8.6,0,0.058787,0.051674,8.6,0.11628,0.10994,?,?,53.2,0.070335,0.066485,0.94262,0,?,252.72,37.306,9.7839,?,0
0.35526,0.45153,0.53102,2.2172,45.673,0,0.35526,1.2147,4.5924,0.54847,0.35526,0.81429,0.077358,0.35526,463.91,0.7868,2.2147,0.35526,0.077358,0,1.237,0,0.077358,0.74893,0.47593,0.7868,?,16.24,3.561,0.004928,0.17295,38.232,9.5471,9.2247,0.000002,4.5924,?,0.54847,0,0.98902,?,0,42.586,42.586,?,2.2172,0,0,0,2.1423,0.43628,0.10474,16.774,16.774,1932.4,0.093028,0.64772,0.90823,0,?,8.5709,34.675,10.526,140.45,0
0.006092,0.94868,0.0969,2.1369,37.453,-0.012004,0.006092,0.054093,0.56075,0.051317,0.04434,0.071475,0.052665,0.006092,11725,0.03113,1.0541,0.006092,0.010864,15.687,1.1311,0.035807,0.010864,0.011543,-0.005912,0.03113,0.93617,0.11848,4.0553,1.6578,0.010899,58.94,6.1927,0.55638,0.032923,0.56075,0.18398,0.91031,0.058712,0.46226,0.53375,0.063854,92.907,77.22,0.25278,1.8541,16.665,0.012366,0.022053,0.19199,0.085235,0.16148,0.062745,1.113,1100.6,0.058712,0.11871,0.98936,16.739,23.268,4.7268,55.48,6.579,0.68563,0
0.045937,0.22629,0.26349,2.1644,28.391,-0.011579,0.045453,3.0166,1.033,0.68261,0.045453,0.20087,0.058667,0.045453,1024.3,0.35633,4.4192,0.045453,0.033072,42.887,1.1408,0.056764,0.033424,-0.00868,0.68261,0.35847,0.42663,0.51641,4.6595,0.060242,0.033072,62.077,5.8798,0.25085,0.056764,1.4131,?,0.68261,0.041301,0.63341,0.080915,0.041301,92.005,49.118,0.28446,1.4507,44.302,0.021585,0.015705,2.1644,0.22629,0.17007,1.3378,1.3378,12030,0.031925,0.067297,0.96808,0,8.5107,7.4311,60.095,6.0737,2.6937,0
0.14239,0.53487,0.23052,1.4348,-35.219,0.22529,0.14239,0.86963,1.1359,0.46513,0.17566,0.26856,0.13255,0.14239,1296.6,0.28151,1.8696,0.14239,0.12535,102.84,0.99723,0.17468,0.12535,0.49722,0.45367,0.28151,5.2514,0.9634,3.9407,0.19273,0.13089,201.38,1.8125,1.7967,0.17496,1.1359,?,0.46513,0.15402,0.60281,0.097501,0.15378,141.74,38.897,0.4449,0.83113,121.56,0.16651,0.14658,1.4223,0.5302,0.55173,1.9439,1.9439,2010.8,0.15402,0.30613,0.87593,0,3.5492,9.3838,170.36,2.1425,4.7474,0
-0.1543,1.0093,-0.12517,0.79656,-40.986,-0.005298,-0.003973,-0.009186,1.1974,-0.009272,0.019868,-0.006459,0.034845,-0.003973,8829.5,0.041339,0.99081,-0.003973,-0.003319,0,0.7603,0.016556,-0.12887,0.07351,-0.055629,-0.10761,0.69444,-0.24545,3.179,0.83739,0.012168,191.25,1.9085,1.1634,0.023179,1.1974,1.9577,0.24106,0.019358,0.016146,0.54043,0.013827,146.36,146.36,?,0.79656,0,-0.029139,-0.024336,0.48556,0.61523,0.52397,-0.018182,0.47273,-189,0.019358,16.643,1.0033,-27,?,2.4938,187.55,1.9462,2.3481,0
0.076308,0.47768,0.097288,1.2465,-40.194,0,0.076308,1.0934,1.4068,0.52232,0.10368,0.19331,0.082581,0.076308,1500.8,0.2432,2.0934,0.076308,0.054244,56.619,0.95618,0.10125,0.054244,0.20868,0.014229,0.2432,3.6997,0.19152,4.4594,0.29453,0.073698,109.59,3.3306,2.7523,0.092027,1.4068,3.6901,0.59652,0.065417,0.21473,0.11283,0.071976,105.67,49.051,0.34969,0.69365,60.582,0.06139,0.043639,1.03,0.39474,0.30025,1.0282,1.1743,2802,0.065417,0.1461,0.94651,0.14207,6.4467,7.4412,102.42,3.5637,2.7694,0
0.15487,0.15426,0.48071,4.1198,109.64,0,0.19052,5.4826,1.163,0.84574,0.19107,1.2365,0.18989,0.19052,254.97,1.4315,6.4826,0.19052,0.16383,58.771,1.0479,0.18563,0.13317,0.57113,0.84497,1.2004,337.87,1.3163,4.1115,0.017292,0.16383,57.525,6.345,6.338,0.18527,1.163,?,0.84574,0.15931,0.90258,0.023812,0.15962,155.58,96.814,0.82704,2.9045,69.908,0.15533,0.13357,4.1152,0.15409,0.1576,2.3158,2.3158,6213.7,0.15931,0.18311,0.83732,0,6.2105,3.7701,48.361,7.5475,3.1844,0
0.14154,0.48916,0.51844,2.0766,53.143,0,0.17606,1.0443,3.6195,0.51084,0.22847,0.36561,0.048643,0.17606,1014.1,0.35993,2.0443,0.17606,0.048643,1.8157,1.9354,0.22846,0.039104,0.38433,0.35769,0.28935,4.359,?,2.5138,0.12458,0.052304,51.849,7.0396,6.9303,0.22947,3.6195,?,0.51084,0.0634,0.079428,0.071371,0.063119,96.986,95.17,7.861,2.0392,1.9386,0.22846,0.063119,2.0443,0.48156,0.14205,?,?,169.25,0.063399,0.27707,0.95137,0,201.03,3.8352,48.562,7.5162,?,0
0.075006,0.45146,0.17451,1.8278,35.729,0,0.090546,1.215,0.99283,0.54854,0.12913,0.42948,0.14682,0.090546,1130.5,0.32287,2.215,0.090546,0.0912,25.903,0.99371,0.12317,0.075547,0.42128,0.53981,0.28845,3.192,0.28392,4.7576,0.28591,0.097784,86.465,4.2213,1.9713,0.10286,0.99283,1.4518,0.76543,0.10361,0.89554,0.08436,0.12406,72.253,46.35,1.0645,1.4936,28.897,0.06795,0.06844,0.85354,0.21083,0.23689,0.89243,1.2453,9987,0.10361,0.13674,0.91119,0.39539,14.091,7.8749,77.507,4.7093,1.6153,0
0.6077,0.34937,0.63926,2.8298,162.27,-0.2621,0.72156,1.8623,2.1409,0.65063,0.72525,2.0653,0.34212,0.72156,174.1,2.0965,2.8623,0.72156,0.33703,0,2.8264,0.67678,0.28385,0.49221,0.42878,1.7706,183.15,56.206,3.1311,-0.04651,0.33876,89.352,4.085,4.085,0.71376,2.1409,?,0.65063,0.33339,1.2875,0.016935,0.31612,91.859,91.859,?,2.8298,0,0.66589,0.31103,2.8298,0.34937,0.2448,57.205,57.205,864.44,0.33339,0.93402,0.67238,0,?,3.9735,59.563,6.128,188.24,0
