0.14867,0.083225,0.32853,5.0312,60.46,0.15963,0.14435,11.016,0.31481,0.91677,0.14435,1.7712,0.45927,0.14435,210.1,1.7372,12.016,0.14435,0.45851,25.218,4.609,0.062558,0.47224,0.17688,0.22492,1.7892,?,0.55685,5.6261,0.26437,0.45851,108.55,3.5529,3.4791,0.040788,0.31481,224.54,0.9185,0.12956,3.2001,0.044179,0.19872,173.02,147.8,6.835,4.7643,27.419,0.062321,0.19797,4.9267,0.081496,0.28146,1.5539,1.5568,5.0312,0.12956,0.16216,0.65066,0.001886,14.474,2.4695,94.489,3.8629,0.5336,0
0.065105,0.82476,-0.02435,0.96835,-180.43,0.19472,0.084033,0.21248,1.0815,0.17524,0.084033,0.10924,0.11611,0.084033,2630.7,0.13875,1.2125,0.084033,0.085261,73.755,1.4325,0.072787,0.066057,0.24314,0.17524,0.1158,0.79867,-0.095462,6.2032,0.83648,0.085261,308.09,1.1847,0.088253,0.072787,1.0801,9.8363,0.23073,0.073851,0.28386,0.26278,0.073851,195,121.25,0.3269,0.70946,79.762,0.042387,0.043007,0.9032,0.76927,0.84409,0.68702,0.90454,-38883,0.075317,0.37151,0.92468,0.31661,4.9488,3.0104,284.89,1.2812,3.8638,0
0.18853,1.7151,-0.56511,0.61695,-119.09,-0.91474,0.18853,-0.41694,3.2285,-0.71509,0.21155,0.12779,0.065241,0.18853,2972,0.12281,0.58306,0.18853,0.058394,43.338,1.0097,0.13233,0.058394,0.16945,-0.72621,0.12281,5.7481,-6.2903,3.6527,0.52594,0.065477,178.11,2.0493,1.7628,0.20522,3.2285,2.2036,-0.47601,0.063565,0.041626,0.37019,0.040986,95.955,52.618,0.49181,0.35711,46.279,0.11022,0.03414,0.53068,1.4753,0.48796,-7.9598,-5.2986,-2540,0.063564,-0.26364,0.94464,-0.33433,8.4223,6.9369,166.79,2.1884,35.937,0
0.074169,0.59356,0.10308,1.1911,-21.886,0,0.074169,0.68474,3.1146,0.40644,0.074306,0.13749,0.090536,0.074169,768.31,0.47507,1.6847,0.074169,0.023813,30.077,0.85935,0,0.023813,0.24021,0.39416,0.47507,0,0.28834,5.1229,0.19051,0.052531,71.884,5.0776,4.6146,0.006225,3.1146,1579.3,0.40668,0.001999,0.000936,0.095207,0,75.236,45.16,0.28899,0.71531,34.201,-0.20782,-0.066723,1.0825,0.53943,0.19694,1.1369,1.1376,13678,0.12058,0.18249,0.88175,0.000601,12.136,8.0825,63.216,5.7739,8.7125,0
0.030371,0.87445,0.081705,1.095,-77.795,0,0.038519,0.14357,1.9676,0.12555,0.041249,0.044793,0.027925,0.038519,5808.9,0.062834,1.1436,0.038519,0.019577,90.414,?,-0.020508,0.015436,0.038519,0.051194,0.053516,-7.5128,1.4004,3.9068,0.43802,0.020809,159.77,2.2845,2.2466,0.003018,1.9676,104.09,0.12991,0.001534,0.032448,-7.1399,-0.010423,169.51,79.092,0.062313,0.52824,90.553,-0.036935,-0.018771,1.0769,0.85995,0.43773,2.1519,2.2267,659.31,0.001534,0.2419,0.98109,0.034761,4.037,4.6148,159.53,2.288,33.724,0
0.094354,0.85065,-0.071167,0.85732,-51.865,0,0.10723,0.17557,1.343,0.14935,0.11416,0.21498,0.11851,0.10723,1950.9,0.18709,1.1756,0.10723,0.079845,25.51,1.3803,0.083255,0.070258,0.10212,0.10311,0.17196,12.016,-0.12433,4.1546,0.62843,0.085004,144.88,2.5193,1.4772,0.086367,1.343,0.94854,0.50121,0.064311,0.030523,0.20977,0.061993,112.08,86.573,1.0053,0.66914,27.263,0.031335,0.023332,0.5027,0.49879,0.39693,0.26093,0.87567,-1015.9,0.064311,0.63177,0.90831,2.356,14.308,4.2161,135.56,2.6925,2.3463,0
0.01095,0.39752,0.1177,1.2961,-2.012,-0.046121,0.01241,1.2963,1.0038,0.51529,0.01241,0.031218,0.04336,0.01241,1237.2,0.29503,2.5156,0.01241,0.004588,17.808,1.2137,0.010011,0.004049,-0.042939,0.51529,0.29136,0.037151,0.2428,3.5126,0.14445,0.004588,53.847,6.7785,0.025183,0.010011,2.7115,?,0.51529,0.003701,0.017649,0.11376,0.003701,68.581,50.773,0.08298,0.96412,17.876,-0.094859,-0.035071,1.2961,0.39752,0.14753,1.0629,1.0629,383.19,0.003767,0.021251,0.99623,0,20.496,7.1889,53.644,6.8041,5.5794,0
0.15813,0.20781,0.28986,2.5248,-28.722,0.29546,0.18929,3.0927,1.2521,0.64271,0.18929,0.99572,0.26719,0.18929,344.72,1.0588,4.812,0.18929,0.22985,51.598,1.2135,0.18187,0.19202,0.35629,0.64271,0.9089,2.7652,0.55737,7.1811,0.21666,0.22985,105.49,3.4599,0.87516,0.18187,0.88188,20.522,0.66042,0.22085,1.3301,0.032133,0.22085,100.65,49.057,1.3583,1.9124,64.604,0.15112,0.18351,2.3096,0.1901,0.28903,1.2359,1.2699,4398400,0.20132,0.24604,0.79868,0.027563,7.074,7.4403,84.257,4.332,1.5835,0
-0.017003,0.58945,-0.21698,0.63189,-208.72,-0.073722,-0.011407,0.68672,0.96653,0.40479,-0.011407,-0.019352,0.09573,-0.011407,3258.5,0.11202,1.6965,-0.011407,-0.016539,80.19,1.0759,-0.027892,-0.024652,-0.068126,0.40479,0.10252,-0.39086,-0.34577,4.5048,0.62949,-0.016539,301.49,1.2106,-0.047319,-0.027892,0.71251,?,0.40479,-0.040439,0.26396,0.39116,-0.040439,114.77,34.58,-0.11221,0.37482,77.506,-0.10533,-0.15271,0.63189,0.58945,0.82601,0.64505,0.64505,-6937.3,-0.034628,-0.042005,1.0346,0,4.5517,10.555,311.93,1.1701,1.0991,0
-0.063995,0.62599,-0.031399,0.94984,-188.53,-0.063995,-0.078498,0.48383,0.9187,0.30287,-0.078498,-0.1254,-0.12069,-0.078498,-4023.8,-0.09071,1.5975,-0.078498,-0.16684,174.88,?,-0.077782,-0.13602,-0.078498,0.30287,-0.067542,-1.5188,-0.07745,5.0794,1.2365,-0.16684,446.15,0.81812,-0.12425,-0.077782,0.47485,?,0.30287,-0.16532,0.070669,-0.36707,-0.16532,426.95,252.07,-0.28389,0.58973,160.66,-0.099497,-0.21147,0.94984,0.62599,1.2223,0.74709,0.74709,-3770,-0.088492,-0.21129,1.0885,0,2.0872,1.448,485.63,0.75161,1.1606,0
